model,Age,price,transmission,mileage,fuelType,tax,mpg,engineSize
 1 Series,5,19000,Semi-Auto,42792,Petrol,200,39.8,3
 2 Series,2,30000,Semi-Auto,5555,Petrol,145,38.2,3
 5 Series,2,42500,Semi-Auto,3555,Diesel,145,51.4,3
 3 Series,5,22500,Semi-Auto,16890,Diesel,160,51.4,3
 2 Series,1,36000,Semi-Auto,5550,Petrol,145,36.2,2
 3 Series,3,25000,Semi-Auto,23555,Diesel,145,49.6,3
 2 Series,3,14998,Manual,2683,Petrol,145,44.1,1.5
 X1,4,16998,Semi-Auto,46622,Diesel,125,57.6,2
 3 Series,5,13298,Semi-Auto,46392,Diesel,0,74.3,2
 3 Series,8,12298,Semi-Auto,73845,Diesel,145,54.3,3
 5 Series,3,23998,Semi-Auto,14052,Diesel,145,62.8,2
 3 Series,2,26498,Semi-Auto,21165,Diesel,145,48.7,2
 4 Series,2,21998,Semi-Auto,19856,Diesel,145,65.7,2
 3 Series,2,23298,Semi-Auto,11974,Diesel,145,54.3,2
 1 Series,6,13500,Manual,31652,Diesel,30,62.8,2
 2 Series,3,17500,Automatic,6079,Diesel,145,51.4,2
 1 Series,2,16600,Manual,7000,Diesel,145,68.9,2
 2 Series,5,16450,Semi-Auto,10250,Diesel,30,62.8,2
 X5,2,49000,Semi-Auto,4860,Diesel,145,37.7,3
 X1,2,25500,Automatic,2984,Diesel,145,60.1,2
 3 Series,5,14000,Manual,30679,Diesel,125,62.8,2
 6 Series,4,27500,Semi-Auto,21083,Diesel,145,51.4,3
 1 Series,4,13500,Manual,16423,Diesel,150,72.4,1.5
 4 Series,2,25000,Manual,4000,Diesel,150,55.4,2
 3 Series,2,32000,Semi-Auto,15114,Diesel,150,49.6,3
 5 Series,4,30000,Semi-Auto,9750,Diesel,150,56.5,3
 5 Series,4,21900,Semi-Auto,38649,Diesel,145,65.7,2
 3 Series,2,34900,Semi-Auto,4600,Diesel,145,49.6,2
 1 Series,2,22700,Semi-Auto,14822,Diesel,145,60.1,2
 X2,3,23900,Semi-Auto,12887,Diesel,145,61.4,2
 4 Series,2,27450,Semi-Auto,8142,Diesel,145,52.3,3
 X5,2,46600,Semi-Auto,9584,Diesel,145,37.7,3
 4 Series,2,26800,Semi-Auto,7667,Diesel,145,58.9,2
 1 Series,6,16450,Semi-Auto,25499,Diesel,125,60.1,2
 X1,2,25000,Manual,3715,Diesel,145,68.9,2
 X2,2,27000,Automatic,49,Diesel,145,50.4,2
 3 Series,2,32000,Automatic,5557,Diesel,145,49.6,2
 2 Series,2,21000,Semi-Auto,2380,Petrol,145,40.9,1.5
 2 Series,2,21000,Manual,3078,Petrol,145,39.8,1.5
 2 Series,2,21000,Manual,1251,Petrol,145,42.8,1.5
 2 Series,2,23500,Semi-Auto,2664,Petrol,145,50.4,2
 2 Series,2,20500,Manual,1612,Petrol,145,42.8,1.5
 4 Series,3,20500,Semi-Auto,6668,Diesel,145,65.7,2
 2 Series,2,20500,Automatic,6679,Petrol,145,47.9,2
 2 Series,2,20500,Automatic,1689,Petrol,145,50.4,2
 5 Series,4,24998,Semi-Auto,24769,Diesel,145,60.1,3
 4 Series,3,20990,Semi-Auto,26706,Diesel,150,58.9,2
 X3,5,18990,Semi-Auto,12996,Diesel,150,54.3,2
 2 Series,2,19500,Manual,1501,Petrol,145,42.8,1.5
 2 Series,2,23500,Semi-Auto,2164,Diesel,145,49.6,2
 M4,1,48000,Semi-Auto,30,Petrol,145,34,3
 5 Series,2,29500,Automatic,3388,Diesel,145,60.1,3
 2 Series,6,12000,Manual,28410,Petrol,30,57.6,1.5
 2 Series,2,24000,Automatic,477,Petrol,145,47.9,2
 5 Series,2,30000,Automatic,10654,Diesel,145,60.1,2
 X2,2,29000,Automatic,2472,Diesel,145,48.7,2
 4 Series,2,25450,Semi-Auto,1000,Diesel,150,60.1,2
 X2,3,24490,Semi-Auto,7100,Diesel,150,61.4,2
 X1,7,12490,Semi-Auto,49400,Diesel,165,51.4,2
 2 Series,2,19750,Semi-Auto,9014,Diesel,145,49.6,2
 5 Series,4,21900,Semi-Auto,23291,Diesel,145,65.7,2
 X1,3,21500,Semi-Auto,12710,Petrol,145,44.8,2
 3 Series,3,27500,Semi-Auto,9329,Diesel,145,51.4,3
 X5,3,34756,Automatic,20630,Diesel,145,47.1,3
 1 Series,4,21514,Semi-Auto,15907,Petrol,150,39.8,3
 X1,5,18998,Semi-Auto,24347,Diesel,150,55.4,2
 1 Series,2,22000,Manual,2574,Petrol,145,44.1,1.5
 1 Series,2,21000,Manual,1906,Petrol,145,44.1,1.5
 3 Series,2,31000,Semi-Auto,1397,Diesel,145,50.4,2
 X5,7,25000,Automatic,38389,Diesel,200,47.1,3
 5 Series,3,23500,Semi-Auto,23650,Diesel,145,53.3,3
 1 Series,8,10500,Manual,48255,Diesel,30,62.8,2
 3 Series,8,15000,Semi-Auto,21940,Diesel,125,58.9,2
 X4,1,43000,Semi-Auto,857,Diesel,145,40.9,3
 3 Series,3,17998,Semi-Auto,19950,Diesel,145,65.7,2
 1 Series,5,15498,Semi-Auto,15621,Diesel,30,65.7,2
 1 Series,2,29398,Semi-Auto,9983,Petrol,145,39.8,3
 3 Series,8,10420,Manual,53352,Petrol,200,43.5,2
 2 Series,5,17998,Semi-Auto,28099,Diesel,145,55.4,2
 X1,5,18998,Semi-Auto,20874,Diesel,150,55.4,2
 1 Series,5,14398,Semi-Auto,21037,Diesel,20,68.9,1.5
 1 Series,4,18998,Manual,17888,Petrol,260,36.2,3
 5 Series,2,26498,Semi-Auto,16466,Diesel,145,60.1,2
 3 Series,6,12998,Semi-Auto,25243,Diesel,30,62.8,2
 X1,5,15998,Manual,45484,Diesel,125,58.9,2
 3 Series,2,27998,Semi-Auto,9624,Diesel,150,52.3,2
 1 Series,5,14998,Manual,23879,Diesel,30,62.8,2
 X1,4,19998,Semi-Auto,17922,Diesel,145,55.4,2
 1 Series,6,13998,Semi-Auto,38279,Diesel,125,60.1,2
 3 Series,6,11998,Manual,40325,Petrol,125,52.3,1.5
 5 Series,4,21498,Semi-Auto,34296,Diesel,145,65.7,2
 3 Series,4,19698,Semi-Auto,44075,Diesel,145,51.4,3
 3 Series,4,21498,Semi-Auto,13102,Diesel,145,51.4,3
 3 Series,5,11998,Manual,49669,Diesel,30,67.3,2
 3 Series,4,20498,Semi-Auto,7926,Diesel,145,56.5,3
 3 Series,4,18298,Semi-Auto,33384,Hybrid,0,134.5,2
 3 Series,5,13998,Semi-Auto,38417,Diesel,30,67.3,2
 1 Series,2,19298,Semi-Auto,10040,Diesel,145,67.3,2
 3 Series,2,26498,Semi-Auto,13579,Diesel,145,48.7,2
 3 Series,8,10998,Semi-Auto,74712,Petrol,205,42.8,2
 3 Series,8,10998,Manual,72315,Diesel,30,61.4,2
 3 Series,8,10998,Manual,44602,Diesel,30,61.4,2
 X5,8,16498,Automatic,56003,Diesel,300,38.2,3
 5 Series,6,13498,Semi-Auto,88333,Diesel,30,62.8,2
 1 Series,2,21998,Semi-Auto,4061,Petrol,145,54.3,1.5
 2 Series,4,17998,Semi-Auto,27997,Diesel,145,57.6,2
 1 Series,8,7998,Manual,74772,Diesel,30,65.7,2
 X5,2,45995,Semi-Auto,16644,Diesel,150,37.7,3
 X1,5,19498,Semi-Auto,19850,Diesel,145,55.4,2
 4 Series,3,21498,Semi-Auto,8441,Petrol,150,48.7,2
 1 Series,8,8298,Manual,60741,Diesel,30,65.7,2
 3 Series,2,23498,Semi-Auto,10629,Diesel,145,57.7,2
 3 Series,5,13798,Semi-Auto,46673,Diesel,0,74.3,2
 1 Series,7,16998,Semi-Auto,30954,Petrol,235,37.7,3
 1 Series,6,12498,Semi-Auto,14501,Diesel,0,78.5,1.5
 1 Series,3,17498,Manual,10374,Diesel,145,49.6,2
 1 Series,5,14498,Manual,24382,Diesel,20,70.6,1.5
 3 Series,4,18998,Semi-Auto,28332,Hybrid,0,134.5,2
 3 Series,2,20498,Semi-Auto,6160,Petrol,150,44.8,2
 3 Series,2,23298,Semi-Auto,11326,Diesel,145,54.3,2
 3 Series,4,21998,Semi-Auto,21784,Diesel,145,56.5,3
 1 Series,8,6998,Manual,73603,Diesel,30,62.8,2
 3 Series,5,11298,Manual,64308,Diesel,20,68.9,2
 X1,5,19498,Semi-Auto,20153,Diesel,145,55.4,2
 3 Series,4,19498,Semi-Auto,56785,Diesel,145,51.4,3
 5 Series,7,18750,Semi-Auto,34219,Diesel,200,47.9,3
 X3,7,15795,Semi-Auto,63000,Diesel,145,54.3,2
 3 Series,6,13995,Semi-Auto,46316,Petrol,160,46.3,2
 X1,4,17998,Semi-Auto,33534,Diesel,150,55.4,2
 3 Series,5,16295,Manual,16604,Diesel,30,64.2,2
 3 Series,4,17695,Semi-Auto,24909,Diesel,145,62.8,2
 1 Series,3,16998,Manual,19154,Diesel,150,49.6,2
 2 Series,1,30000,Semi-Auto,914,Petrol,145,42.2,1.5
 8 Series,1,63000,Semi-Auto,3000,Diesel,145,40.4,3
 X3,8,14000,Semi-Auto,47111,Diesel,160,50.4,2
 X3,5,21000,Semi-Auto,24002,Diesel,145,54.3,2
 1 Series,1,22000,Manual,2000,Petrol,145,44.1,1.5
 1 Series,7,15000,Semi-Auto,38689,Petrol,235,37.7,3
 X4,1,45500,Semi-Auto,1608,Petrol,145,26.9,3
 3 Series,6,16998,Semi-Auto,31915,Diesel,145,53.3,3
 4 Series,4,19498,Semi-Auto,28912,Diesel,145,65.7,2
 5 Series,4,20998,Semi-Auto,21068,Diesel,145,62.8,2
 3 Series,4,17998,Semi-Auto,34118,Diesel,150,60.1,2
 3 Series,5,17498,Semi-Auto,27146,Diesel,150,56.5,3
 4 Series,4,17410,Automatic,37842,Diesel,145,65.7,2
 2 Series,5,18498,Semi-Auto,18245,Diesel,145,55.4,2
 3 Series,3,22998,Semi-Auto,16360,Diesel,145,57.7,2
 3 Series,2,26698,Semi-Auto,8273,Diesel,145,48.7,2
 4 Series,5,14998,Manual,24711,Petrol,160,46.3,2
 3 Series,5,14995,Manual,43400,Diesel,125,58.9,2
 3 Series,2,23498,Semi-Auto,7516,Diesel,145,54.3,2
 4 Series,2,21998,Semi-Auto,17740,Diesel,145,65.7,2
 3 Series,2,27298,Semi-Auto,8319,Diesel,145,48.7,2
 3 Series,2,26498,Semi-Auto,18526,Diesel,145,48.7,2
 X5,5,24998,Automatic,83269,Diesel,200,47.1,3
 1 Series,2,14698,Manual,14847,Diesel,150,72.4,1.5
 X1,4,17998,Automatic,33358,Diesel,125,60.1,2
 1 Series,3,17498,Semi-Auto,17063,Petrol,145,36.7,2
 1 Series,8,8998,Manual,34750,Diesel,30,65.7,2
 X5,7,27995,Automatic,43946,Diesel,265,42.2,3
 X1,5,19998,Semi-Auto,21621,Diesel,145,55.4,2
 5 Series,3,27498,Semi-Auto,13197,Hybrid,140,156.9,2
 3 Series,6,12498,Semi-Auto,87795,Diesel,125,60.1,2
 1 Series,5,13998,Semi-Auto,50525,Diesel,30,65.7,2
 1 Series,5,13498,Semi-Auto,42001,Diesel,20,68.9,1.5
 1 Series,7,11998,Manual,20990,Diesel,30,64.2,2
 1 Series,7,10998,Automatic,56379,Petrol,145,48.7,1.6
 3 Series,6,12498,Manual,50730,Diesel,20,68.9,2
 X1,5,17698,Manual,29018,Diesel,125,58.9,2
 3 Series,8,9998,Semi-Auto,46121,Diesel,30,62.8,2
 4 Series,4,19498,Semi-Auto,16463,Diesel,145,65.7,2
 3 Series,5,17498,Semi-Auto,39239,Hybrid,0,134.5,2
 5 Series,3,24498,Semi-Auto,15032,Diesel,145,68.9,2
 X1,5,18498,Semi-Auto,28813,Diesel,145,55.4,2
 3 Series,2,22998,Semi-Auto,6394,Diesel,150,54.3,2
 X5,2,58898,Semi-Auto,100,Diesel,150,37.7,3
 3 Series,4,20998,Semi-Auto,14997,Diesel,145,51.4,3
 2 Series,5,15498,Semi-Auto,14313,Petrol,125,51.4,1.5
 5 Series,7,9998,Semi-Auto,82681,Diesel,30,62.8,2
 1 Series,4,12498,Manual,37919,Diesel,20,72.4,1.5
 1 Series,5,12498,Manual,38276,Diesel,20,70.6,1.5
 3 Series,4,14498,Manual,21105,Petrol,150,48.7,2
 3 Series,2,27498,Semi-Auto,9091,Diesel,150,52.3,2
 2 Series,4,16498,Semi-Auto,25405,Diesel,150,64.2,2
 1 Series,4,21498,Semi-Auto,23699,Petrol,200,39.8,3
 3 Series,2,21998,Semi-Auto,7237,Diesel,145,60.1,2
 3 Series,2,26998,Semi-Auto,15002,Diesel,145,48.7,2
 5 Series,3,25998,Semi-Auto,19479,Diesel,145,46.3,2
 3 Series,2,22898,Automatic,12249,Diesel,145,62.8,2
 1 Series,2,17498,Automatic,10565,Diesel,145,72.4,1.5
 3 Series,3,20998,Semi-Auto,28180,Petrol,145,48.7,2
 1 Series,4,15498,Semi-Auto,40228,Diesel,125,60.1,2
 5 Series,6,11450,Manual,60529,Diesel,30,65.7,2
 X6,5,30998,Semi-Auto,26782,Diesel,200,44.8,3
 X2,2,21998,Manual,5687,Petrol,150,41.5,1.5
 6 Series,6,17498,Semi-Auto,51412,Diesel,160,49.6,3
 3 Series,5,18998,Semi-Auto,28762,Diesel,160,51.4,3
 1 Series,5,14998,Automatic,30300,Diesel,30,65.7,2
 i3,4,19998,Automatic,41949,Hybrid,140,470.8,0
 3 Series,4,15998,Semi-Auto,16943,Petrol,150,51.4,2
 3 Series,4,14998,Manual,13309,Petrol,150,48.7,2
 3 Series,2,26498,Semi-Auto,7098,Petrol,150,41.5,2
 4 Series,2,31898,Semi-Auto,4125,Diesel,145,50.4,3
 M4,5,29998,Semi-Auto,26363,Petrol,305,34,3
 2 Series,5,19999,Semi-Auto,29139,Petrol,205,39.8,3
 3 Series,5,17998,Semi-Auto,44888,Diesel,160,51.4,3
 3 Series,5,18998,Semi-Auto,19125,Diesel,150,53.3,3
 2 Series,4,15998,Manual,12248,Petrol,125,53.3,1.5
 2 Series,6,9698,Manual,60891,Diesel,20,68.9,2
 2 Series,3,18498,Semi-Auto,7202,Petrol,145,38.2,2
 5 Series,4,22498,Semi-Auto,19864,Diesel,145,65.7,2
 3 Series,5,14498,Semi-Auto,58872,Diesel,30,67.3,2
 X1,4,19862,Semi-Auto,11000,Diesel,150,55.4,2
 X7,2,68898,Automatic,5203,Petrol,145,24.8,3
 5 Series,5,19998,Semi-Auto,16555,Diesel,160,51.4,2
 3 Series,4,22998,Semi-Auto,19505,Diesel,145,51.4,3
 X3,2,35998,Semi-Auto,2451,Diesel,145,54.3,2
 7 Series,2,48898,Semi-Auto,17501,Diesel,145,41.5,3
 X2,2,24998,Manual,4174,Diesel,145,48.7,2
 5 Series,2,26898,Semi-Auto,4917,Diesel,145,65.7,2
 1 Series,2,21898,Manual,4100,Petrol,150,41.5,1.5
 4 Series,5,18500,Semi-Auto,22566,Diesel,145,55.4,3
 1 Series,6,16314,Manual,17846,Petrol,300,35.3,3
 3 Series,2,29998,Semi-Auto,10171,Petrol,145,41.5,2
 5 Series,4,25498,Semi-Auto,20279,Hybrid,135,156.9,2
 X5,5,35498,Automatic,14626,Diesel,235,42.8,3
 3 Series,2,27498,Semi-Auto,14793,Diesel,145,48.7,2
 X1,5,18998,Semi-Auto,20259,Diesel,145,55.4,2
 3 Series,4,21898,Semi-Auto,10305,Diesel,145,56.5,3
 1 Series,5,12498,Manual,22103,Diesel,20,72.4,1.5
 3 Series,5,16998,Semi-Auto,44600,Diesel,145,56.5,3
 X1,4,21498,Semi-Auto,19682,Petrol,160,44.8,2
 1 Series,4,13998,Manual,33094,Diesel,20,72.4,1.5
 3 Series,2,35998,Semi-Auto,9632,Diesel,145,49.6,2
 3 Series,5,12950,Semi-Auto,44635,Diesel,0,74.3,2
 3 Series,4,15127,Semi-Auto,26630,Petrol,125,51.4,2
 3 Series,7,11470,Semi-Auto,49500,Diesel,30,62.8,2
 4 Series,7,13991,Manual,22908,Diesel,125,58.9,2
 3 Series,5,19298,Semi-Auto,32382,Diesel,200,49.6,3
 4 Series,2,21998,Semi-Auto,16616,Diesel,145,65.7,2
 3 Series,5,18998,Automatic,24709,Diesel,145,53.3,3
 4 Series,5,18498,Semi-Auto,36435,Diesel,165,52.3,3
 3 Series,5,13798,Semi-Auto,34860,Petrol,125,54.3,1.5
 5 Series,5,17998,Automatic,28695,Diesel,145,53.3,3
 X1,5,19998,Automatic,13085,Diesel,145,55.4,2
 3 Series,3,19998,Semi-Auto,16159,Petrol,145,48.7,2
 4 Series,4,17998,Automatic,43111,Diesel,145,65.7,2
 4 Series,4,21998,Automatic,13941,Petrol,145,48.7,2
 4 Series,4,19998,Semi-Auto,13273,Diesel,145,65.7,2
 5 Series,3,25998,Semi-Auto,24141,Hybrid,140,156.9,2
 X4,2,33998,Semi-Auto,9064,Diesel,150,42.8,2
 5 Series,3,28998,Semi-Auto,26471,Petrol,150,39.2,3
 5 Series,2,27898,Semi-Auto,11871,Diesel,150,62.8,2
 5 Series,4,22998,Semi-Auto,20033,Diesel,150,65.7,2
 1 Series,1,29998,Semi-Auto,934,Diesel,150,48.7,2
 4 Series,2,24998,Semi-Auto,3214,Diesel,150,65.7,2
 3 Series,2,21998,Semi-Auto,11300,Diesel,150,55.4,2
 4 Series,3,20998,Semi-Auto,23358,Diesel,145,65.7,2
 3 Series,5,13998,Semi-Auto,66362,Diesel,30,62.8,2
 4 Series,3,21998,Semi-Auto,15600,Diesel,145,65.7,2
 3 Series,3,16291,Semi-Auto,25329,Petrol,145,51.4,1.5
 3 Series,7,11891,Semi-Auto,54335,Diesel,30,62.8,2
 1 Series,6,10991,Semi-Auto,45000,Diesel,20,72.4,1.5
 3 Series,4,17498,Automatic,58080,Hybrid,0,134.5,2
 4 Series,4,19998,Semi-Auto,8333,Petrol,145,48.7,2
 5 Series,5,17498,Semi-Auto,19218,Diesel,30,62.8,2
 X1,5,18797,Automatic,13505,Diesel,125,57.6,2
 3 Series,5,16747,Semi-Auto,25513,Diesel,145,56.5,3
 3 Series,4,19047,Automatic,16844,Diesel,145,56.5,3
 3 Series,4,14050,Manual,20829,Petrol,145,48.7,2
 5 Series,5,13991,Semi-Auto,44002,Diesel,20,68.9,2
 1 Series,5,14991,Manual,7000,Diesel,30,65.7,2
 1 Series,5,13491,Manual,24000,Diesel,30,65.7,2
 1 Series,4,12491,Manual,19167,Diesel,20,68.9,2
 2 Series,6,11679,Manual,46200,Petrol,30,54.3,1.5
 3 Series,8,10170,Manual,49102,Diesel,125,57.6,2
 2 Series,4,15750,Semi-Auto,18652,Diesel,145,65.7,2
 1 Series,5,13895,Semi-Auto,31453,Diesel,20,67.3,2
 1 Series,3,13295,Manual,18712,Diesel,145,50.4,2
 5 Series,6,17000,Semi-Auto,40750,Diesel,160,50.4,3
 3 Series,6,13000,Manual,61443,Petrol,200,39.8,2
 2 Series,3,16998,Manual,5898,Petrol,145,42.2,1.5
 2 Series,6,18998,Semi-Auto,24859,Petrol,260,37.2,3
 2 Series,2,16998,Manual,3935,Petrol,150,40.9,1.5
 3 Series,4,18995,Semi-Auto,23505,Diesel,145,64.2,2
 2 Series,7,11999,Manual,31289,Diesel,30,62.8,2
 2 Series,7,11999,Manual,31289,Diesel,30,62.8,2
 2 Series,3,17498,Semi-Auto,5346,Petrol,145,39.8,1.5
 X1,4,18998,Semi-Auto,32217,Diesel,145,55.4,2
 3 Series,7,12998,Manual,31826,Diesel,125,57.6,2
 X4,5,20998,Semi-Auto,62862,Diesel,205,47.9,3
 3 Series,4,14498,Semi-Auto,38328,Petrol,150,51.4,2
 5 Series,3,25998,Semi-Auto,30810,Diesel,150,60.1,3
 1 Series,2,19498,Semi-Auto,9739,Diesel,145,67.3,2
 X1,4,18998,Semi-Auto,28686,Diesel,125,57.6,2
 2 Series,3,14998,Manual,20001,Petrol,150,50.4,1.5
 8 Series,2,69898,Automatic,4075,Petrol,145,26.7,3
 3 Series,2,29998,Semi-Auto,8765,Petrol,145,41.5,2
 8 Series,2,84898,Semi-Auto,3185,Petrol,145,24.4,4.4
 M4,2,44898,Semi-Auto,8124,Petrol,145,34,3
 X5,5,32998,Automatic,12525,Diesel,200,47.1,3
 5 Series,2,30998,Semi-Auto,11675,Diesel,145,56.5,3
 2 Series,3,17998,Semi-Auto,5877,Petrol,145,40.9,1.5
 3 Series,2,25898,Semi-Auto,11917,Diesel,150,52.3,2
 3 Series,2,28898,Semi-Auto,1250,Petrol,145,42.2,2
 3 Series,4,19898,Semi-Auto,40238,Diesel,145,53.3,3
 5 Series,4,23898,Semi-Auto,11896,Diesel,30,65.7,2
 1 Series,4,17498,Semi-Auto,17640,Diesel,145,65.7,2
 2 Series,5,12498,Manual,16793,Petrol,30,57.6,1.5
 3 Series,4,17998,Semi-Auto,32000,Diesel,145,62.8,2
 7 Series,3,25998,Semi-Auto,22892,Petrol,145,41.5,3
 8 Series,2,67898,Semi-Auto,7903,Diesel,145,38.2,3
 1 Series,4,20498,Semi-Auto,16875,Petrol,145,39.8,3
 4 Series,2,21998,Semi-Auto,11032,Diesel,145,65.7,2
 1 Series,3,15498,Manual,5953,Petrol,150,53.3,1.5
 1 Series,4,13698,Semi-Auto,12102,Diesel,0,78.5,1.5
 5 Series,4,23998,Semi-Auto,13970,Diesel,145,65.7,2
 6 Series,5,22798,Semi-Auto,19366,Petrol,260,36.7,3
 M4,3,36498,Semi-Auto,7732,Petrol,145,34,3
 X1,4,19498,Semi-Auto,18798,Diesel,145,55.4,2
 2 Series,4,15998,Semi-Auto,30330,Diesel,145,64.2,2
 4 Series,3,19498,Semi-Auto,27198,Diesel,145,65.7,2
 1 Series,4,14498,Manual,28831,Diesel,145,65.7,2
 X1,7,9998,Semi-Auto,68647,Diesel,160,52.3,2
 1 Series,4,20250,Semi-Auto,20336,Petrol,200,39.8,3
 6 Series,5,18737,Automatic,37868,Diesel,160,51.4,3
 3 Series,4,20498,Automatic,17521,Diesel,145,53.3,3
 3 Series,5,17298,Semi-Auto,27985,Hybrid,0,134.5,2
 1 Series,7,9460,Manual,53872,Diesel,30,65.7,2
 3 Series,8,10850,Automatic,73271,Diesel,145,55.4,3
 X5,6,23491,Automatic,43271,Diesel,205,47.9,2
 2 Series,3,16798,Manual,14534,Diesel,145,57.7,1.5
 3 Series,2,23498,Automatic,9117,Diesel,145,54.3,2
 5 Series,5,17498,Semi-Auto,29823,Diesel,160,51.4,3
 1 Series,6,11950,Semi-Auto,67500,Diesel,20,67.3,2
 X4,5,21995,Automatic,38900,Diesel,145,54.3,2
 1 Series,5,13950,Semi-Auto,40000,Diesel,20,67.3,2
 3 Series,6,15195,Semi-Auto,56000,Diesel,145,56.5,2
 5 Series,7,15495,Semi-Auto,51565,Diesel,160,51.4,2
 X2,2,23890,Semi-Auto,5743,Petrol,145,38.7,2
 1 Series,5,11498,Manual,68985,Diesel,20,68.9,2
 3 Series,3,17498,Semi-Auto,16149,Petrol,145,51.4,1.5
 M2,2,48898,Semi-Auto,25,Petrol,145,29.1,3
 5 Series,4,24498,Semi-Auto,20657,Diesel,145,60.1,2
 X1,5,16998,Manual,13612,Diesel,125,60.1,2
 X5,2,58898,Semi-Auto,10,Diesel,145,37.7,3
 X4,1,43898,Semi-Auto,2679,Petrol,145,26.9,3
 1 Series,5,18998,Manual,24997,Petrol,260,36.2,3
 X5,2,49998,Semi-Auto,7101,Diesel,145,37.7,3
 2 Series,6,19898,Semi-Auto,11711,Petrol,260,37.2,3
 5 Series,4,23898,Semi-Auto,46954,Diesel,145,60.1,3
 M4,2,45898,Semi-Auto,25,Petrol,145,34,3
 1 Series,5,17898,Manual,26447,Petrol,300,35.3,3
 X1,5,20998,Semi-Auto,26821,Petrol,160,44.8,2
 1 Series,4,15498,Manual,19217,Petrol,150,52.3,1.5
 i3,4,19998,Automatic,41146,Hybrid,0,470.8,0
 3 Series,4,19998,Semi-Auto,24059,Diesel,150,53.3,3
 i3,4,21898,Automatic,10839,Hybrid,0,470.8,0
 3 Series,2,26898,Semi-Auto,10707,Diesel,150,52.3,2
 3 Series,2,23298,Semi-Auto,10785,Diesel,150,54.3,2
 3 Series,2,29998,Semi-Auto,10035,Petrol,145,41.5,2
 M4,2,47898,Semi-Auto,5650,Petrol,145,32.5,3
 2 Series,2,23898,Automatic,6375,Diesel,145,61.4,2
 4 Series,2,30898,Semi-Auto,6123,Diesel,150,49.6,3
 6 Series,7,17898,Semi-Auto,64215,Diesel,160,49.6,3
 X2,2,27898,Semi-Auto,3770,Diesel,145,50.4,2
 X5,3,36898,Automatic,33012,Petrol,150,29.1,4.4
 3 Series,4,19898,Semi-Auto,30824,Hybrid,140,134.5,2
 M4,2,40950,Semi-Auto,19322,Petrol,150,34,3
 X1,4,17900,Manual,34625,Diesel,150,60.1,2
 4 Series,6,13995,Manual,33755,Petrol,160,44.8,2
 3 Series,8,10200,Manual,56423,Petrol,200,40.4,2
 5 Series,4,21440,Semi-Auto,34779,Diesel,150,62.8,2
 5 Series,5,18385,Semi-Auto,45356,Diesel,160,51.4,3
 4 Series,3,21840,Semi-Auto,10291,Diesel,150,65.7,2
 3 Series,6,16480,Semi-Auto,57377,Diesel,165,51.4,3
 5 Series,5,15485,Semi-Auto,50492,Diesel,30,62.8,2
 5 Series,2,26798,Semi-Auto,16128,Diesel,145,60.1,2
 3 Series,2,32995,Manual,612,Diesel,145,54.3,2
 4 Series,5,23990,Semi-Auto,22254,Petrol,200,41.5,3
 2 Series,5,21490,Semi-Auto,20348,Petrol,200,39.8,3
 X3,2,39500,Semi-Auto,1704,Diesel,145,54.3,2
 X3,2,39500,Semi-Auto,105,Diesel,145,54.3,2
 X3,2,36900,Semi-Auto,2367,Diesel,145,54.3,2
 X2,3,23900,Semi-Auto,3391,Diesel,145,61.4,2
 3 Series,3,20000,Semi-Auto,17892,Diesel,145,60.1,2
 X7,2,74990,Semi-Auto,9200,Diesel,145,31.4,3
 X5,2,54900,Semi-Auto,10,Diesel,150,37.7,3
 X1,4,17790,Semi-Auto,36885,Diesel,125,60.1,2
 6 Series,2,32000,Semi-Auto,2500,Petrol,150,42.8,2
 X1,4,21998,Semi-Auto,5020,Diesel,145,60.1,2
 1 Series,5,13998,Manual,19188,Diesel,20,70.6,1.5
 1 Series,2,16500,Manual,5450,Diesel,145,72.4,1.5
 3 Series,2,34000,Semi-Auto,4650,Diesel,145,47.9,3
 5 Series,2,29000,Semi-Auto,4727,Diesel,145,62.8,2
 3 Series,2,32990,Semi-Auto,5400,Diesel,145,49.6,2
 3 Series,2,30000,Manual,5385,Diesel,145,54.3,2
 7 Series,5,33000,Semi-Auto,18190,Petrol,200,40.4,3
 3 Series,2,35000,Semi-Auto,7685,Diesel,145,48.7,2
 1 Series,4,14898,Manual,28133,Diesel,145,65.7,2
 5 Series,2,29998,Semi-Auto,5000,Diesel,145,62.8,2
 4 Series,2,28898,Semi-Auto,5000,Petrol,145,48.7,2
 3 Series,2,26498,Semi-Auto,16151,Diesel,145,48.7,2
 X5,7,18998,Automatic,84512,Diesel,205,47.9,2
 1 Series,8,6998,Manual,57125,Petrol,150,49.6,1.6
 X2,3,22898,Semi-Auto,21150,Petrol,145,38.7,2
 3 Series,5,18898,Automatic,13493,Petrol,160,44.1,2
 X1,4,19498,Automatic,27490,Diesel,145,57.6,2
 5 Series,2,29898,Semi-Auto,7730,Diesel,145,60.1,2
 1 Series,2,25898,Manual,3000,Petrol,145,41.5,1.5
 3 Series,2,29998,Manual,5000,Diesel,145,54.3,2
 3 Series,3,21898,Semi-Auto,6425,Petrol,145,48.7,2
 X3,2,53898,Semi-Auto,6520,Petrol,145,24.8,3
 3 Series,2,23898,Automatic,11603,Diesel,145,52.3,2
 1 Series,2,19598,Semi-Auto,11308,Diesel,145,67.3,2
